phylum	cds	rpkm	cds_relative	rpkm_relative
Candidatus Daviesbacteria	147	49.392599999999995	7.121029009037603e-4	0.0017678252419816198
Candidatus Delongbacteria	149	7.4706	7.217913757459884e-4	2.673824672673212e-4
Candidatus Desantisbacteria	421	20.5947	0.0020394239542890005	7.371110350748669e-4
Candidatus Diapherotrites	63	3.5232	3.05186957530183e-4	1.2609989942925952e-4
Candidatus Doudnabacteria	94	4.391	4.553583175847175e-4	1.5715958741878931e-4
Candidatus Edwardsbacteria	130	6.9648	6.29750864744822e-4	2.4927922898072965e-4
Candidatus Eisenbacteria	1018	51.6644	0.004931433694694069	0.0018491359116919379
Candidatus Falkowbacteria	1227	106.9341	0.005943879315706897	0.003827310188339686
Candidatus Fermentibacteria	1282	60.166	0.006210312373868168	0.0021534192067043673
Candidatus Firestonebacteria	233	11.1377	0.0011287073191195657	3.986327344099863e-4
Candidatus Fischerbacteria	492	28.9607	0.0023833648111880957	0.0010365410301433231
Candidatus Fraserbacteria	132	5.5591	6.394393395870501e-4	1.9896740205415433e-4
Candidatus Geothermarchaeota	7	0.243	3.3909661947798106e-5	8.697285297828696e-6
Candidatus Giovannonibacteria	92	4.9909	4.456698427424894e-4	1.786307868021944e-4
Candidatus Glassbacteria	783	35.5174	0.0037930379007322743	0.0012712138306053536
Candidatus Goldbacteria	145	6.6241	7.024144260615324e-4	2.3708513391500853e-4
Candidatus Gottesmanbacteria	324	18.9468	0.0015695329244409411	6.781305558884804e-4
Candidatus Gracilibacteria	1480	157.5295	0.007169471383248743	0.005638185202980681
Candidatus Handelsmanbacteria	2636	122.5457	0.012769409842056545	0.004386069608733029
Candidatus Harrisonbacteria	95	4.8978	4.602025550058315e-4	1.7529861700290285e-4
Candidatus Heimdallarchaeota	1278	60.6783	0.006190935424183712	0.0021717550884248517
Candidatus Huberarchaea	1	0.0284	4.844237421114016e-6	1.0164728496227776e-6
Candidatus Hydrogenedentes	1944	87.661	0.009417197546645646	0.0031375009320698
Candidatus Jacksonbacteria	8	0.662	3.875389936891213e-5	2.369383895951686e-5
Candidatus Jorgensenbacteria	50	2.3749	2.422118710557008e-4	8.500075248482867e-5
Candidatus Kaiserbacteria	1607	88.5286	0.007784689535730223	0.0031685534617998255
Candidatus Kapabacteria	387	16.3558	0.0018747198819711243	5.853953040091628e-4
Candidatus Kerfeldbacteria	114	8.6141	5.522430660069978e-4	3.0830981598364685e-4
Candidatus Komeilibacteria	98	5.4177	4.7473526726917354e-4	1.9390651258455362e-4
Candidatus Korarchaeota	21	1.022	1.0172898584339433e-4	3.6578706067411225e-5
Candidatus Kryptonia	303	17.4405	0.0014678039385975469	6.24218124431199e-4
Candidatus Kuenenbacteria	50	3.3762	2.422118710557008e-4	1.2083857869353597e-4
Candidatus Latescibacteria	1700	78.9591	0.008235203615893827	0.002826048640163728
Candidatus Levybacteria	153	10.5124	7.411683254304444e-4	3.762524360695242e-4
Candidatus Lindowbacteria	250	11.405	0.0012110593552785039	4.0819974823759784e-4
Candidatus Liptonbacteria	34	1.7883	1.6470407231787654e-4	6.400557735846526e-5
Candidatus Lloydbacteria	95	4.1944	4.602025550058315e-4	1.5012301832597813e-4
Candidatus Lokiarchaeota	1005	55.4326	0.004868458608219586	0.00198400467901407
Candidatus Magasanikbacteria	413	27.4749	0.0020006700549200884	9.833623202852412e-4
Candidatus Margulisbacteria	376	18.1415	0.00182143327033887	6.493078239940711e-4
Candidatus Marinimicrobia	1783	100.7203	0.008637275321846289	0.0036049102237979244
Candidatus Marsarchaeota	11	0.4637	5.328661163225417e-5	1.659642466091838e-5
Candidatus Melainabacteria	1346	73.0986	0.006520343568819465	0.002616293741036464
Candidatus Micrarchaeota	128	6.4793	6.20062389902594e-4	2.3190255403383322e-4
Candidatus Microgenomates	70	5.0633	3.390966194779811e-4	1.8122207674278206e-4
Candidatus Moranbacteria	2544	294.198	0.012323739999314055	0.010529728148356406
Candidatus Nealsonbacteria	136	7.274	6.588162892715062e-4	2.6034589817451e-4
Candidatus Niyogibacteria	37	2.0254	1.7923678458121856e-4	7.249169400091456e-5
Candidatus Nomurabacteria	237	14.6951	0.0011480842688040217	5.259566962144957e-4
Candidatus Odinarchaeota	22	3.122	1.0657322326450835e-4	1.1174043086346169e-4
Candidatus Omnitrophica	9721	465.0227	0.047090831970649345	0.016643765810150635
Candidatus Pacebacteria	319	23.011	0.001545311737335371	8.235935472771034e-4
Candidatus Parcubacteria	1435	117.172	0.0069514806992986115	0.00419373791323944
Candidatus Peregrinibacteria	2141	120.9612	0.010371512318605107	0.004329358297809533
Candidatus Poribacteria	4	0.1355	1.9376949684456064e-5	4.8497208142213516e-6
Candidatus Portnoybacteria	100	5.4982	4.844237421114016e-4	1.967877120350689e-4
Candidatus Raymondbacteria	861	45.5291	0.004170888419579168	0.001629545564005648
Candidatus Riflebacteria	382	21.3399	0.001850498694865554	7.637827099882082e-4
Candidatus Roizmanbacteria	280	14.1362	0.0013563864779119245	5.059529400294898e-4
Candidatus Rokubacteria	3357	173.9894	0.016262105022679753	0.006227306381061877
Candidatus Ryanbacteria	241	12.367	0.0011674612184884778	4.426309764536934e-4
Candidatus Saccharibacteria	2376	144.7582	0.011509908112566901	0.005181083804938872
Candidatus Schekmanbacteria	1065	56.6389	0.005159112853486427	0.0020271797212147724
Candidatus Shapirobacteria	99	4.8504	4.795795046902875e-4	1.736021095003634e-4
Candidatus Spechtbacteria	23	1.3302	1.1141746068562235e-4	4.760958396366968e-5
Candidatus Staskawiczbacteria	81	4.1706	3.923832311102353e-4	1.492711854449562e-4
Candidatus Sumerlaeota	2091	100.4882	0.010129300447549406	0.003596603063643085
Candidatus Sungbacteria	64	3.6766	3.10031194951297e-4	1.315902844691234e-4
Candidatus Tagabacteria	17	0.9498	8.235203615893827e-5	3.399457438632796e-5
Candidatus Taylorbacteria	130	7.0611	6.29750864744822e-4	2.527259309320914e-4
Candidatus Tectomicrobia	11160	642.2849	0.05406168961963241	0.02298820994974228
Candidatus Terrybacteria	67	2.8389	3.24563907214639e-4	1.0160791453500365e-4
Candidatus Thorarchaeota	1332	56.365	0.006452524244923869	0.0020173764848235164
Candidatus Uhrbacteria	523	31.1545	0.00253353617124263	0.0011150599786469305
Candidatus Vogelbacteria	40	2.1559	1.9376949684456063e-4	7.716245832752629e-5
Candidatus Wallbacteria	296	14.2802	0.0014338942766497485	5.111068868726476e-4
Candidatus Wildermuthbacteria	39	1.9338	1.8892525942344662e-4	6.92132111479059e-5
Candidatus Wirthbacteria	12	0.6379	5.8130849053368195e-5	2.2831268689238375e-5
Candidatus Woesearchaeota	2279	126.7043	0.011040017082718841	0.004534911298607722
Candidatus Woesebacteria	564	34.5536	0.0027321499055083047	0.0012367181780537186
Candidatus Wolfebacteria	211	10.6117	0.0010221340958550575	3.7980651191345173e-4
Candidatus Woykebacteria	83	3.4456	4.020717059524633e-4	1.2332249474155787e-4
Candidatus Yanofskybacteria	193	12.3155	9.34937822275005e-4	4.40787724631314e-4
Candidatus Yonathbacteria	73	5.8925	3.5362933174132316e-4	2.1090022064796542e-4
Candidatus Zambryskibacteria	148	6.5158000000000005	7.169471383248742e-4	2.3320893639338362e-4
Cercozoa	86	24.6215	4.1660441821580535e-4	8.812354319361697e-4
Chaetognatha	1	0.0784	4.844237421114016e-6	2.806037725719217e-6
Chlamydiae	1198	67.1068	0.005803396430494591	0.0024018394445445715
Chlorobi	3026	196.0889	0.014658662436291013	0.007018276160647743
Chloroflexi	175514	8952.5271	0.8502314867294053	0.32042256100923033
Chlorophyta	13360	105595.0339	0.06471901194608325	3.7793832751530565
Chordata	4817	1046.2434	0.023334691657506214	0.037446408809754354
Chrysiogenetes	173	11.4281	8.380530738527247e-4	4.0902652721035447e-4
Chytridiomycota	270	105.7465	0.0013079441037007842	0.0037848044434026424
Ciliophora	6143	626.5138	0.0297581504779034	0.022423741817394188
Cnidaria	15130	2062.7878	0.07329331218145506	0.07382985187440494
Coprothermobacterota	12	0.506	5.8130849053368195e-5	1.811039654609597e-5
Crenarchaeota	199	10.4769	9.640032468016891e-4	3.7498184500749576e-4
Cressdnaviricota	5	0.364	2.422118710557008e-5	1.302803229798208e-5
Cryptomycota	21	7.8063	1.0172898584339433e-4	2.793976058454327e-4
Ctenophora	44	7.6455	2.131464465290167e-4	2.7364236520390655e-4
Cyanobacteria	237026	17046.41	1.1482102189769705	0.6101131319907822
Deferribacteres	472	36.6169	0.0022864800627658156	0.0013105663622307144
Deinococcus-Thermus	5946	293.5317	0.02880383570594394	0.010505880406817545
Dictyoglomi	90	5.6156	4.359813679002614e-4	2.009896103641433e-4
Discosea	288	29.8881	0.0013951403772808366	0.0010697338794651598
Echinodermata	2190	413.1155	0.010608879952239695	0.014785939771420373
Elusimicrobia	3426	179.0585	0.01659635740473662	0.006408736047330287
Endomyxa	188	22.2887	9.10716635169435e-4	7.977414930770143e-4
Euglenozoa	361	30.287300000000002	0.0017487697090221596	0.001084021765435914
Euryarchaeota	15810	947.8343	0.0765873936278126	0.03392421943278911
Evosea	563	162.3202	0.002727305668087191	0.0058096505720189855
Fibrobacteres	2274	102.7892	0.011015795895613271	0.0036789588392410425
Firmicutes	45822	3319.6796	0.22197264711028641	0.11881564024107756
Foraminifera	3500	521.8845	0.016954830973899056	0.018678923411583045
Fornicata	14	0.6856	6.781932389559621e-5	2.453851358103438e-5
Fusobacteria	1145	79.3523	0.005546651847175548	0.00284012177834935
Gemmatimonadetes	48319	2901.2916	0.2340687079508081	0.10384099085347283
Haptista	1291	73.1367	0.006253910510658194	0.0026176573894720495
Hemichordata	571	70.1923	0.002766059567456103	0.0025122734930484824
Heterolobosea	76	17.9057	3.681620440046652e-4	6.408682360384003e-4
Ignavibacteriae	12610	673.1731	0.06108583388024774	0.02409373870585912
Kiritimatiellaeota	5366	320.6384	0.025994178001697805	0.011476064371355213
Lentisphaerae	22411	1309.9393	0.1085642048445862	0.04688442722196713
Microsporidia	45	35.9915	2.179906839501307e-4	0.0012881824847605
Mollusca	5738	902.298	0.027796234322352224	0.032294416171441305
Mucoromycota	431	186.9469	0.002087866328500141	0.0066910721187022695
Nanoarchaeota	3	0.2849	1.4532712263342049e-5	1.0196940663997511e-5
Negarnaviricota	4	0.3466	1.9376949684456064e-5	1.2405263721100519e-5
Nematoda	877	263.1533	0.004248396218316992	0.009418598054177383
Nemertea	6	0.4211	2.9065424526684098e-5	1.5071715386484211e-5
Nitrospinae	1404	107.5805	0.006801309339244078	0.0038504456830578604
Nitrospirae	14617	867.3367	0.07080821838442357	0.03104310588138789
Nucleocytoviricota	606	98.4699	0.0029356078771950937	0.0035243654878545755
Onychophora	1	0.0305	4.844237421114016e-6	1.091634574418828e-6
Orthonectida	29	6.5115	1.4048288521230644e-4	2.330550338140393e-4
Parabasalia	29	4.75	1.4048288521230644e-4	1.7000866322916175e-4
Peploviricota	8	0.6808000000000001	3.875389936891213e-5	2.4366715352929125e-5
Perkinsozoa	64	31.9035	3.10031194951297e-4	0.0011418676604908553
Phixviricota	7	0.2395	3.3909661947798106e-5	8.572015756501945e-6
Placozoa	44	3.4116	2.131464465290167e-4	1.2210559062581227e-4
Planctomycetes	794696	43962.117999999995	3.849696101609624	1.573461245032141
Platyhelminthes	313	398.2814	0.001516246312808687	0.01425500808485033
Porifera	273	24.2603	0.0013224768159641263	8.683076152712491e-4
Preplasmiviricota	13	1.962	6.297508647448221e-5	7.022252573802429e-5
Priapulida	596	93.478	0.0028871655029839537	0.0033456989097548594
Proteobacteria	5429374	440876.2409000005	26.301176704023487	15.77953270840147
Rhodophyta	5303	467.7803	0.025688991044167626	0.016742463892197107
Rhodothermaeota	2310	136.4646	0.011190188442773377	0.004884245099811003
Rotifera	6	0.3917	2.9065424526684098e-5	1.4019451239339508e-5
Spirochaetes	54799	3658.945	0.265459366439627	0.13095838911137375
Streptophyta	4771	6752.1497	0.02311185673613497	0.24166819882530224
Synergistetes	511	27.3265	0.0024754053221892618	9.78050891732987e-4
Tardigrada	64	4.6486	3.10031194951297e-4	1.6637942566043816e-4
Tenericutes	1175	115.904	0.005691978969808969	0.004148354547981634
Thaumarchaeota	1340	75.1769	0.006491278144292781	0.0026906787946762885
Thermodesulfobacteria	319	25.2098	0.001545311737335371	9.022914522683204e-4
Thermotogae	580	34.6424	0.0028096577042461294	0.001239896445273666
Uroviricota	6752	704.0983	0.03270829106736184	0.025200591739984277
Verrucomicrobia	203253	12033.107399999999	0.984605788553687	0.43068052706672294
Zoopagomycota	87	63.3867	4.2144865563691937e-4	0.0022686922386332435
NA	11630105	2016766.3535000104	56.33898985248522	72.18268459033429
