phylum	cds	rpkm	cds_relative	rpkm_relative
Candidatus Fermentibacteria	1468	67.2265	0.00756114535488143	0.0027817503241207176
Candidatus Firestonebacteria	112	8.4451	5.768721251680654e-4	3.494479061416536e-4
Candidatus Fischerbacteria	240	14.396700000000001	0.001236154553931569	5.957178328675261e-4
Candidatus Fraserbacteria	48	2.2513	2.4723091078631375e-4	9.315603972678888e-5
Candidatus Geothermarchaeota	5	0.2028	2.5753219873574353e-5	8.391615891526133e-6
Candidatus Giovannonibacteria	72	3.8386	3.708463661794707e-4	1.5883657180084916e-4
Candidatus Glassbacteria	307	19.1793	0.0015812477002374653	7.936159697650256e-4
Candidatus Goldbacteria	106	6.0367	5.459682613197762e-4	2.497912606132929e-4
Candidatus Gottesmanbacteria	200	15.3652	0.001030128794942974	6.357931779905194e-4
Candidatus Gracilibacteria	277	13.1628	0.0014267283809960192	5.446605604387584e-4
Candidatus Handelsmanbacteria	1149	59.2532	0.005918089926947386	0.0024518249247720723
Candidatus Harrisonbacteria	68	3.8533	3.502437902806112e-4	1.594448398166551e-4
Candidatus Heimdallarchaeota	447	25.1308	0.0023023378566975473	0.0010398817586132394
Candidatus Hydrogenedentes	1404	68.9736	0.0072315041404996784	0.0028540431846931307
Candidatus Jacksonbacteria	2	0.06620000000000001	1.030128794942974e-5	2.7392750099557696e-6
Candidatus Jorgensenbacteria	32	1.9145	1.6482060719087585e-4	7.921966777281452e-5
Candidatus Kaiserbacteria	1842	98.9978	0.009487486201424792	0.004096407848649536
Candidatus Kapabacteria	165	6.5149	8.498562558279537e-4	2.6957859157644774e-4
Candidatus Kerfeldbacteria	87	22.7124	4.481060258001938e-4	9.398113253190244e-4
Candidatus Komeilibacteria	79	3.989	4.069008740024748e-4	1.6505993979929853e-4
Candidatus Korarchaeota	12	0.4275	6.180772769657844e-5	1.768942699027328e-5
Candidatus Kryptonia	164	7.9382	8.447056118532388e-4	3.284730042904968e-4
Candidatus Kuenenbacteria	50	2.7923999999999998	2.575321987357435e-4	1.1554609573716752e-4
Candidatus Latescibacteria	625	35.7235	0.0032191524841967936	0.0014781947253497724
Candidatus Levybacteria	109	8.7321	5.614201932439208e-4	3.6132361502167333e-4
Candidatus Lindowbacteria	127	6.9513	6.541317847887886e-4	2.8763628967833137e-4
Candidatus Liptonbacteria	34	1.6095	1.751218951403056e-4	6.659914091425695e-5
Candidatus Lloydbacteria	89	4.5338	4.5840731374962353e-4	1.8760309728304333e-4
Candidatus Lokiarchaeota	340	21.0984	0.001751218951403056	8.730259799101331e-4
Candidatus Magasanikbacteria	370	38.441	0.0019057382706445024	0.001590641550720691
Candidatus Margulisbacteria	117	8.6343	6.026253450416399e-4	3.572767706716178e-4
Candidatus Marinimicrobia	1095	69.3167	0.005639955152312783	0.002868240242939593
Candidatus Marsarchaeota	3	0.0703	1.545193192414461e-5	2.908927993956051e-6
Candidatus Melainabacteria	631	37.8199	0.0032500563480450835	0.0015649411925834774
Candidatus Micrarchaeota	54	3.321	2.78134774634603e-4	1.3741891704022825e-4
Candidatus Microgenomates	60	6.3293	3.0903863848289224e-4	2.618986906421911e-4
Candidatus Moranbacteria	2487	323.2362	0.012809651565115883	0.013375118504124851
Candidatus Nealsonbacteria	84	4.8794	4.3265409387604917e-4	2.0190360247096954e-4
Candidatus Niyogibacteria	41	3.0404999999999998	2.111764029633097e-4	1.2581217020801386e-4
Candidatus Nomurabacteria	211	15.4311	0.0010867858786648376	6.385200393674996e-4
Candidatus Odinarchaeota	3	0.1256	1.545193192414461e-5	5.197174339130583e-6
Candidatus Omnitrophica	7068	376.7439	0.03640475161328471	0.015589201668025307
Candidatus Pacebacteria	310	61.9486	0.00159669963216161	0.0025633572791804527
Candidatus Parcubacteria	1716	93.662	0.008838505060610718	0.003875618972544974
Candidatus Peregrinibacteria	1330	71.1446	0.006850356486370777	0.002943876508660109
Candidatus Portnoybacteria	70	5.9289	3.60545078230041e-4	2.453306284973831e-4
Candidatus Raymondbacteria	321	33.5254	0.0016533567158834735	0.0013872400365373284
Candidatus Riflebacteria	204	19.8526	0.0010507313708418336	8.214763000399986e-4
Candidatus Roizmanbacteria	220	16.5825	0.0011331416744372715	6.86163562727969e-4
Candidatus Rokubacteria	2624	186.6204	0.013515289789651821	0.0077221238378844355
Candidatus Ryanbacteria	270	13.7287	0.001390673873173015	5.680768101084557e-4
Candidatus Saccharibacteria	2613	137.3827	0.013458632705929958	0.005684728050003783
Candidatus Schekmanbacteria	560	39.4628	0.002884360625840328	0.0016329223846356879
Candidatus Shapirobacteria	48	2.4054	2.4723091078631375e-4	9.953250919860434e-5
Candidatus Spechtbacteria	16	1.3042	8.241030359543793e-5	5.396620042272378e-5
Candidatus Staskawiczbacteria	55	2.9647	2.8328541860931787e-4	1.2267565894283792e-4
Candidatus Sumerlaeota	752	35.019	0.0038732842689855823	0.0014490433772453336
Candidatus Sungbacteria	33	1.6525	1.6997125116559073e-4	6.837842830743065e-5
Candidatus Tagabacteria	21	1.1129	1.0816352346901229e-4	4.605044046193014e-5
Candidatus Taylorbacteria	115	6.257	5.923240570922101e-4	2.5890700509506413e-4
Candidatus Tectomicrobia	10352	851.3505	0.05331946642624834	0.03522784213539802
Candidatus Terrybacteria	65	3.9876	3.347918583564666e-4	1.6500200951207895e-4
Candidatus Thorarchaeota	304	13.1819	0.0015657957683133208	5.454508950715402e-4
Candidatus Uhrbacteria	331	23.7619	0.0017048631556306221	9.83238351345438e-4
Candidatus Vogelbacteria	33	3.1336	1.6997125116559073e-4	1.296645343081178e-4
Candidatus Wallbacteria	162	15.9897	8.344043239038091e-4	6.616342239681233e-4
Candidatus Wildermuthbacteria	40	2.1097	2.0602575898859483e-4	8.729680496229133e-5
Candidatus Wirthbacteria	3	0.19	1.545193192414461e-5	7.86196755123257e-6
Candidatus Woesearchaeota	926	51.2975	0.004769496320585971	0.0021226277918913305
Candidatus Woesebacteria	315	24.0841	0.001622452852035184	9.965705931612651e-4
Candidatus Wolfebacteria	262	20.7601	0.0013494687213752962	8.590275397912805e-4
Candidatus Woykebacteria	49	2.3703	2.5238155476102865e-4	9.808011414045559e-5
Candidatus Yanofskybacteria	122	6.7823	6.283785649152142e-4	2.8064327643539293e-4
Candidatus Yonathbacteria	83	11.4947	4.275034499013343e-4	4.7563662321659485e-4
Candidatus Zambryskibacteria	96	5.1175	4.944618215726275e-4	2.1175588917596145e-4
Cercozoa	96	13.9507	4.944618215726275e-4	5.772628985104221e-4
Chlamydiae	936	72.0031	0.004821002760333119	0.002979400188358705
Chlorobi	2029	179.2209	0.010450656624696473	0.007415941580540513
Chloroflexi	103388	6775.7708	0.532514779257821	0.28037310612731137
Chlorophyta	13745	70249.2507	0.07079560143245589	2.906828050009484
Chordata	2431	683.454	0.012521215502531852	0.028280490372421606
Chrysiogenetes	126	14.8931	6.489811408140737e-4	6.162582575645358e-4
Chytridiomycota	249	38.9657	0.001282510349704003	0.001612352994795068
Ciliophora	3079	328.0152	0.015858832798147086	0.01357286767742664
Cnidaria	7223	1371.5536	0.03720310142936551	0.056753209989348505
Coprothermobacterota	4	0.5453	2.060257589885948e-5	2.2563846872037477e-5
Crenarchaeota	104	5.786	5.356669733703465e-4	2.3941760132332446e-4
Cressdnaviricota	25	2.3056	1.2876609936787175e-4	9.540290729537798e-5
Cryptomycota	22	3.7591	1.1331416744372716e-4	1.5554695906230714e-4
Ctenophora	3	0.22920000000000001	1.545193192414461e-5	9.484015593381606e-6
Cyanobacteria	363766	41167.513600000006	1.8736291561061296	1.70346134783224
Deferribacteres	277	23.328	0.0014267283809960192	9.652841001850178e-4
Deinococcus-Thermus	9962	629.4075	0.05131071527610954	0.026044112323696918
Dictyoglomi	50	3.3039	2.575321987357435e-4	1.3671133996061733e-4
Discosea	206	27.7212	0.0010610326587912632	0.0011470693414801492
Duplornaviricota	2	0.0795	1.030128794942974e-5	3.2896127385420495e-6
Echinodermata	734	139.8513	0.003780572677440715	0.005786875697882588
Elusimicrobia	1933	151.2109	0.009956194803123845	0.00625692204838249
Endomyxa	230	17.74	0.0011846481141844201	7.340594966256094e-4
Euglenozoa	290	27.3696	0.0014936867526673125	0.0011325205636327103
Euryarchaeota	10849	767.2276	0.055879336481681634	0.03174693945057917
Evosea	475	87.694	0.002446555887989564	0.0036286704338831005
Fibrobacteres	1101	60.4482	0.005670859016161073	0.0025012725627916667
Firmicutes	24598	2763.4163	0.1266955404900364	0.11434678569024825
Foraminifera	5109	512.799	0.026314640066818273	0.021218995254234266
Fornicata	5	0.437	2.5753219873574353e-5	1.808252536783491e-5
Fusobacteria	317	93.7419	0.001632754139984614	0.00387892513679415
Gemmatimonadetes	25738	1452.1498	0.13256727462121135	0.06008818214278351
Haptista	1346	69.5282	0.006932766789966216	0.0028769918541874124
Hemichordata	211	41.2877	0.0010867858786648376	0.0017084345140264473
Heterolobosea	54	9.6768	2.78134774634603e-4	4.004141452619334e-4
Ignavibacteriae	4953	276.0433	0.025511139606762757	0.011422334038606093
Imbricatea	1	0.0646	5.15064397471487e-6	2.6730689674190743e-6
Kiritimatiellaeota	1827	96.4764	0.009410226541804068	0.003992075401367021
Lentisphaerae	11711	651.092	0.06031919158788585	0.02694139040456377
Microsporidia	68	12.506	3.502437902806112e-4	5.174829799774449e-4
Mollusca	1834	350.2699	0.009446281049627072	0.014493739936702514
Mucoromycota	686	184.2665	0.003533341766654401	0.007624722335679982
Negarnaviricota	2	0.0761	1.030128794942974e-5	3.148924898151572e-6
Nematoda	586	230.4863	0.0030182773691829145	0.00953724111370345
Nitrospinae	811	59.392	0.0041771722634937605	0.002457568298962131
Nitrospirae	7772	822.4385	0.04003080497148398	0.034031498946759935
Nucleocytoviricota	1702	135.3158	0.00876639604496471	0.005599202256679349
Orthonectida	3	1.0706	1.545193192414461e-5	4.430011821236626e-5
Parabasalia	31	1.7199	1.59669963216161e-4	7.116735784928894e-5
Peploviricota	17	1.0105	8.75609475701528e-5	4.181325373958164e-5
Perkinsozoa	59	7.9482	3.038879945081774e-4	3.2888679205635114e-4
Phixviricota	3	0.16899999999999998	1.545193192414461e-5	6.993013242938443e-6
Pisuviricota	2	0.2041	1.030128794942974e-5	8.445408301087198e-6
Placozoa	48	5.8124	2.4723091078631375e-4	2.4051000102517998e-4
Planctomycetes	502248	27522.229700000004	2.586900635012594	1.1388361938893123
Platyhelminthes	263	215.5997	0.001354619365350011	0.008921251818186721
Porifera	17398	10105.6551	0.08961090387208932	0.41815964463235755
Preplasmiviricota	58	3.8616	2.987373505334625e-4	1.597882836623142e-4
Priapulida	222	37.7239	0.0011434429623867013	0.0015609688300312757
Proteobacteria	5384137	493882.89709999977	27.7317727980894	20.436270058468068
Rhodophyta	48544	7117.3139	0.25003286110855866	0.2945057417565081
Rhodothermaeota	1826	103.2161	0.009405075897829353	0.0042709559419198745
Rotifera	3	0.1372	1.545193192414461e-5	5.677168147521624e-6
Spirochaetes	22012	1579.0981	0.11337597517142373	0.06534114748638424
Streptophyta	5963	4462.3137	0.030713290021224773	0.18464508164642396
Synergistetes	313	22.9538	0.0016121515640857545	9.498001619867483e-4
Tardigrada	53	8.8391	2.729841306598881e-4	3.6575114411631484e-4
Tenericutes	190	12.6653	9.786223551958254e-4	5.240746190875046e-4
Thaumarchaeota	3205	227.9569	0.01650781393896116	0.009432577636208252
Thermodesulfobacteria	231	28.3699	0.001189798758159135	0.0011739117538511206
Thermotogae	326	110.1253	0.001679109935757048	0.0045568501851039585
Uroviricota	15930	1464.9872	0.08204975851720789	0.06061937804932137
Verrucomicrobia	178424	10152.0464	0.918998500544526	0.4200792598705654
Zoopagomycota	138	24.1519	7.107888685106521e-4	9.993760742137577e-4
NA	10623691	1564182.384399995	54.71885003838259	64.72395342295975
